0.44011,-0.44832
1.0855,-0.060245
0.34467,0.40984
1.1998,0.42358
3.0857,-0.88534
-0.99737,0.35076
1.2288,2.465
-0.054409,0.67495
1.0893,0.0070818
2.7926,0.97319
0.93263,1.8246
2.1768,0.7882
1.1423,0.68449
1.7642,0.80273
2.1338,2.4343
-0.44272,0.27874
2.0181,0.67805
3.0651,-0.021722
1.2801,0.77891
-0.8882,-0.030595
0.70729,-0.34642
1.8345,0.58233
0.22956,1.1734
2.6379,1.5753
-0.9118,0.72101
1.0476,-0.014115
-0.19804,2.0003
-0.26824,1.8296
2.135,0.41851
1.0635,1.7236
1.5992,0.74806
2.0585,1.4651
2.1942,1.161
0.29526,2.2201
0.54577,0.45697
1.8785,0.66216
1.1467,-0.82979
1.5965,1.3925
2.219,0.17653
0.095623,0.45802
0.895,1.1162
-0.033123,0.79849
1.1211,-0.68904
-0.18498,1.8294
1.499,1.5895
0.16513,1.3664
1.5835,0.94849
1.45,-0.91148
0.87572,1.9757
0.97669,1.3925
1.0297,0.32638
1.7747,0.40791
-1.4818,0.23373
1.3174,0.83644
1.2916,-0.58718
0.6683,0.71816
1.6255,2.3059
2.0897,0.61386
0.18663,-1.1769
0.37723,1.653
0.37037,2.0304
1.1114,-0.088129
0.036704,0.13875
1.2356,1.9166
1.2542,1.8966
0.95739,1.44
1.7843,3.3507
1.5754,0.17236
1.141,1.0724
0.69734,-0.72819
1.7118,1.1273
0.76458,0.70393
-1.1044,-0.4789
0.70177,0.66908
-1.1014,-0.20348
0.56484,2.2728
1.5368,1.0672
0.42002,2.4906
1.3882,2.1084
1.7141,1.6756
0.97745,1.7309
3.3218,-0.64864
1.7046,1.6857
-0.64134,0.96894
-0.43987,1.0259
-0.72088,1.0005
1.3975,0.87468
2.0515,2.0582
0.95885,0.81351
1.3477,2.2042
0.61806,-1.5534
0.066041,0.63524
1.5138,1.677
1.9331,1.4608
0.31901,1.1126
2.82,1.0148
1.2325,2.4919
0.30875,-2.732
1.0623,2.3205
2.8048,1.9281
1.3315,-0.42709
0.20485,0.98811
0.84908,0.15381
0.63578,0.3674
2.0717,2.1218
-1.0884,0.61409
2.2893,3.2111
0.81219,1.4498
1.2566,-0.13942
-0.028875,0.92315
0.86076,2.0317
0.1205,1.2759
1.733,0.3665
0.60467,-0.92537
1.4311,-0.042985
0.35628,0.96358
0.48086,-0.69378
-0.43518,1.304
1.2235,0.91761
1.8051,0.6536
2.3236,0.32362
0.54768,0.44345
0.41224,0.067492
0.072992,0.37647
0.08306,2.293
-1.6295,2.0835
-0.15622,0.66326
2.0464,-0.094712
1.2013,-0.0068789
1.628,0.73794
-1.0749,1.4618
2.9535,0.48263
0.55127,2.0678
2.6623,2.2789
1.7819,0.57391
0.60439,-1.3289
2.9092,1.1173
1.8138,0.32328
1.5061,0.29798
-0.20154,1.7467
0.14063,2.0011
2.8602,0.039224
-0.043814,1.3812
-0.18549,-0.2222
1.625,2.0119
1.5643,0.37684
2.0708,0.092425
0.36783,0.53147
1.5316,1.4745
-0.42648,0.72268
1.2888,1.5242
-0.22879,0.7983
2.885,0.55648
1.3471,2.4512
-0.10913,2.4116
1.6078,1.0947
-1.266,1.2167
0.3478,0.65796
0.05658,0.029604
1.9141,0.9838
-0.059297,1.9821
0.56224,0.19874
1.2163,0.94784
0.75686,-1.1177
-0.38318,0.55138
0.39974,1.3878
1.7236,2.5168
0.20368,1.0093
0.86364,2.4649
-0.30678,0.017829
2.1545,1.0429
1.4919,2.5518
0.69719,1.4364
1.6794,1.555
-0.29253,2.0105
-0.55953,1.2624
0.95273,-0.36642
0.81913,0.67301
-0.23005,0.75902
0.82467,3.1435
0.22262,0.13424
-0.019098,3.144
0.09302,2.0993
0.74942,1.6656
3.4243,1.7663
1.0031,0.53171
0.67683,0.64227
2.2439,0.98012
0.68626,2.7071
2.5761,0.3994
0.79297,1.1293
0.15454,1.7257
1.1781,0.78671
2.3038,2.7449
1.4217,1.8454
-1.3929,1.8182
0.85709,-1.2487
1.3033,1.1088
1.4259,2.4036
-0.21167,-0.32613
1.9561,-0.020128
0.53954,-0.40505
2.4614,2.6627
1.5289,1.6148
0.51579,1.9854
0.32168,0.2275
1.1707,1.5181
0.97136,0.15244
1.301,1.9645
1.9976,1.0873
1.3175,2.4397
0.77378,3.2804
0.51923,2.9899
0.68856,1.8298
1.1936,0.73602
1.7245,1.2129
2.1141,1.1746
1.7774,1.5747
1.0096,0.32993
0.652,2.1376
0.94411,3.1988
0.9923,-0.30882
0.48766,0.69829
1.599,1.715
2.1261,1.61
1.2911,1.4419
1.7202,-1.4569
2.1553,2.5068
-1.1171,1.232
2.0664,1.231
0.51693,1.4036
2.9669,1.3592
1.1087,-0.71306
0.82405,1.1855
2.2382,1.6913
0.62811,1.0389
-0.27727,1.0375
0.99781,1.7162
1.4227,-0.12199
0.034435,1.5555
0.80581,0.41066
2.4108,0.67887
1.046,2.5808
1.0133,1.3443
0.78687,1.2944
0.30698,1.1808
-0.45122,3.252
0.61144,-0.14321
-0.32651,0.48679
0.24492,0.39332
0.86059,1.0668
2.928,2.0756
1.1002,-0.8304
-0.36041,0.79707
-0.58729,2.8738
-0.73427,0.29249
0.84919,2.7146
2.0742,1.7054
1.4762,2.2438
0.28848,0.53339
1.5271,1.1277
1.7951,1.087
2.4851,1.4615
0.86851,0.73447
2.5375,0.019367
2.7301,-0.56049
0.080577,1.249
0.47575,1.013
2.02,1.1717
-0.94663,0.44456
3.1498,0.61883
1.2046,0.21342
-1.4028,2.9758
0.1981,0.78718
-0.57106,2.1251
0.48931,0.36667
2.0982,2.0912
2.1563,1.1949
0.48062,0.18008
-0.22601,1.6608
0.54103,2.4924
1.2872,1.6279
-0.56195,-0.24629
0.52711,2.2887
-0.10608,-0.33429
0.028172,1.061
1.6683,0.56362
-0.42073,-1.1442
1.4527,2.1385
3.0146,2.3937
1.364,0.21059
-0.44563,-0.43192
-0.46995,1.1483
-1.9811,2.4251
1.407,1.0155
2.8992,-0.42301
-0.38234,1.3716
3.0085,0.93728
1.4066,1.207
1.7844,0.30381
1.0598,1.0512
2.8664,1.3808
1.311,1.8519
0.54638,1.3296
0.87189,1.973
0.62259,0.48887
-0.54981,1.5172
1.8035,1.2919
1.3359,-1.0124
1.3746,0.70167
1.6473,0.30228
1.065,-0.61626
0.99695,2.9723
3.0841,1.0439
1.9232,0.43959
2.7476,1.3028
1.4117,1.2224
1.29,1.2069
1.3539,2.6397
0.72366,1.1325
-0.49793,0.1367
-0.24963,2.2492
0.89633,1.0384
1.5729,1.5566
1.466,0.4096
2.0597,1.6688
1.0654,0.62572
0.50251,-0.10063
1.0807,0.80076
-0.19411,2.8276
0.13855,-0.4667
1.0461,-0.25235
1.3176,0.66833
1.2842,2.6479
0.48378,2.0038
-0.22647,2.1666
0.53207,1.439
0.77089,1.2387
1.4738,1.0918
2.6759,2.5152
0.19278,2.9284
1.2329,0.99403
0.24584,0.74298
2.0346,1.3433
-0.90734,0.74893
1.5902,1.429
-1.1503,1.9403
2.7662,-0.99952
1.7931,1.2095
2.6765,2.5822
1.9806,-0.021302
2.3899,3.4853
0.60249,2.4449
0.49244,1.7066
1.016,1.1356
2.0437,-0.02459
0.48351,-0.88808
0.70217,-1.0244
0.56587,0.92133
2.4005,0.66196
1.3185,0.29892
2.4123,1.6197
0.42089,2.0274
2.4376,1.2373
2.8844,1.7423
1.2057,1.6648
1.0219,0.85374
0.71741,1.6452
0.25837,1.7676
-0.37754,1.7902
2.3131,0.69963
2.9103,0.91427
1.0724,0.68333
0.62656,1.2124
1.1716,3.5267
1.9513,1.7053
0.41471,1.586
2.1458,-0.78999
1.0812,-0.13851
0.74913,0.65098
1.5222,-0.43775
0.65373,-0.54837
2.1089,1.0751
0.02525,1.9817
2.5819,2.4478
1.6397,-0.3268
1.9603,-1.0707
-0.11916,0.4374
0.34382,0.42338
0.045229,0.16325
2.0365,2.2775
1.3708,1.1252
2.3911,2.542
0.91382,1.4601
0.62925,1.4152
2.3985,0.80381
2.88,-0.21609
-0.48808,1.8363
0.26718,-1.5455
1.0213,0.78284
-0.32263,0.83521
3.0349,0.098456
2.1299,1.6791
1.5004,2.3962
1.3805,-0.063642
1.3753,-0.14534
2.2097,2.1963
0.45068,-1.1502
-1.5181,1.1942
0.67194,0.18389
1.913,0.55196
1.1297,2.4237
0.11921,1.9598
0.72852,0.8757
