5.6327,2.9024
5.426,2.7871
4.4465,3.738
5.012,3.065
4.3438,2.593
6.7916,2.0333
8.1279,1.6615
3.8611,4.0431
5.851,3.018
6.7496,2.5613
4.6927,2.2858
4.402,2.8406
4.3353,3.0744
3.7895,4.1976
5.2818,2.8221
5.1096,1.7569
5.8771,3.1036
5.8763,2.4924
6.3829,2.5911
6.1293,2.8771
5.6052,2.8933
3.0992,4.6256
4.7131,2.7262
7.6417,1.3223
3.1262,4.1485
4.742,3.6464
4.8988,2.9925
4.374,3.7168
5.0276,2.8263
4.5798,3.0906
3.4776,4.1753
7.1355,1.915
4.5434,3.6559
4.5857,3.4299
3.8123,3.701
5.3462,2.8101
7.0109,1.1924
4.9129,3.3328
4.7642,4.224
5.0841,3.301
5.9174,2.9277
4.3025,3.8552
4.2636,3.1871
2.5023,4.6006
4.8288,3.8542
4.2149,2.789
4.5838,2.5927
6.4925,2.2508
5.4264,2.2677
4.6364,2.4537
5.1757,3.206
8.5305,0.66082
3.6465,3.09
3.6478,3.2353
4.843,3.2037
5.8368,3.1379
5.5091,2.5977
5.1439,3.4375
5.7666,3.3473
5.925,2.5765
4.7745,2.5668
5.989,2.0441
3.3217,4.668
5.7981,2.1187
5.5237,2.5622
7.1059,1.948
5.6223,2.8423
3.8128,3.3173
5.2606,3.1036
6.6619,1.6996
6.5853,1.4986
5.7983,3.0045
3.8125,3.5489
5.5124,3.0426
3.3068,3.685
6.9239,2.2453
4.4935,2.9718
2.802,4.6223
5.3689,2.6443
6.4214,1.971
4.0882,3.46
5.1245,3.3633
3.443,4.3885
4.8627,3.4686
6.4976,1.809
4.1012,3.6505
5.6517,3.5386
4.4769,3.4261
3.1067,3.7093
2.8642,4.3349
5.0203,3.2034
6.2115,2.8459
3.3671,3.9734
7.4043,1.6079
7.2286,1.6801
6.4643,2.4474
4.0857,3.2807
5.8104,2.601
6.1518,2.5575
4.3249,3.3344
4.2416,3.772
5.4389,3.0025
4.0216,3.6105
6.065,2.9477
4.0684,3.3891
4.0008,3.874
4.4009,2.8795
4.4608,3.9547
5.2488,2.466
5.9346,2.9115
5.0344,3.077
5.0018,3.1203
5.8054,2.7462
2.7406,4.2866
3.0574,5.1027
4.9657,2.4607
4.2143,2.6242
4.4013,4.0559
